ID,serial number,class,function,function first,function end,code,number,Taisho,koreana,folio code,author,Indian translator,Tibetan translator,calibration,Chinese translation,Sanskrit title,Title romanisation,Tibetan title,Dazheng holding,Barry holding,Nanjo,Other,PDF,WEB_PDF,WEB_HTML,Remarks
829,1236,古怛特羅,通帙第97Ka,97,97,829,829,,,86b1-290a7,,Dharmabodhi、Dānarakṣita,Che-btsan skyes,,一切如來心秘密智慧心髓義金剛莊嚴怛特羅瑜伽成就聖典總集明經大乘現觀法門莊嚴經,Sarvatathāgatacittajñānaguhyārthagarbhavyūhavajratantrasiddhiyogāgamasamājasarvavidyāsūtra-mahāyānābhisamayadharmaparyāyavyūha-nāma-sūtra,De-bshin-gśegs-pa thams-cad-kyi thugs-gsaṅ-baḥi ye-śes don-gyi sñiṅ-po rdo-rje bkod-paḥi rgyud rnal-ḥbyor grub-paḥi luṅ kun-ḥdus rig-paḥi mdo theg-pa chen-po mṅon-par rtogs-pa chos-kyi rnam-graṅs rnam-par bkod-pa shes-bya-baḥi mdo,དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་ཐུགས་གསང་བའི་ཡེ་ཤེས་དོན་གྱི་སྙིང་པོ་རྡོ་རྗེ་བཀོད་པའི་རྒྱུད་རྣལ་འབྱོར་གྲུབ་པའི་ལུང་ཀུན་འདུས་རིག་པའི་མདོ་ཐེག་པ་ཆེན་པོ་མངོན་པར་རྟོགས་པ་ཆོས་ཀྱི་རྣམ་གྲངས་རྣམ་པར་བཀོད་པ་ཞེས་བྱ་བའི་མདོ,,,,,,,,
830,1237,古怛特羅,通帙第97Ka,97,97,830,830,,,290b1-358a7,,Vajraviśvamitra、Vaiocanakṣita,,,一切如來秘密大秘密藏無盡寶藏燈明大苦行成就怛特羅智慧希有電輪大乘經,Sarvtathāgataguhyamahāguḥyakośākṣayanidhadīpamahāpratapasādhanatantra-jñānāścaryadyuticakra-nāma-mahāyāna-sūtra,De-bshin-gśegs-pa thams-cad-kyi gsaṅ-ba gsaṅ-baḥi mdsod chen-po mi zad-pa gter-gyi sgron-ma brtul-shugs chen-po bsgrub-paḥi rgyud ye-śes rṅam-pa glog-gi ḥkhor-lo shes-bya-ba theg-pa chen-poḥi mdo,དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་གསང་བ། གསང་བའི་མཛོད་ཆེན་པོ་མི་ཟད་པ་གཏེར་གྱི་སྒྲོན་མ།བརྟུལ་ཞུགས་ཆེན་པོ་བསྒྲུབ་པའི་རྒྱུད།ཡེ་ཤེས་རྔམ་པ་གློག་གི་འཁོར་ལོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,,,,,,,,
831,1238,古怛特羅,通帙第98Kha,98,98,831,831,,,1b1-110a7,,,,,一切如來心秘密智慧心髓義忿怒金剛眷屬總集明經瑜伽成就怛特羅大乘經,Sarvatathāgatacittaguhyajñānārthagarbha-krodhavajrakulatantrapiṇḍārthavidyā-yogasiddha-nāma-mahāyānasūtra,De-bshin-gśegs-pa thams-cad-kyi thugs gsaṅ-baḥi ye-śes don-gyi sñiṅ-po khro-bo rdo-rjeḥi rigs kun-ḥdus rig-paḥi mdo rnal-ḥbyor grub-paḥi rgyud ces-bya-ba theg-pa chen-poḥi mdo,དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་ཐུགས་གསང་བའི་ཡེ་ཤེས་དོན་གྱི་སྙིང་པོ་ཁྲོ་བོ་རྡོ་རྗེའི་རིགས་ཀུན་འདུས་རིག་པའི་མདོ་རྣལ་འབྱོར་གྲུབ་པའི་རྒྱུད་ཅེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,,,,,,,,
832,1239,古怛特羅,通帙第98Kha,98,98,832,832,,,110b1-132a7,,,,,吉祥秘密心髓真性決定,Śrī-guhyagarbhatattvaviniścaya,Dpal gsaṅ-baḥi sñiṅ-po de-kho-na-ñid rnam-par ṅes-pa,དཔལ་གསང་བའི་སྙིང་པོ་དེ་ཁོ་ན་ཉིད་རྣམ་པར་ངེས་པ,,,,,,,,
833,1240,古怛特羅,通帙第98Kha,98,98,833,833,,,132b1-198a7,,Vimalamitra,Jñānakumāra,,金剛薩埵幻網一切秘密鏡怛特羅,Vajrasattvamāyājālaguhyasarvādarśa-nāma-tantra,Rdo-rje sems-dpaḥi sgyu-ḥphrul dra-ba gsaṅ-ba thams-cad-gyi me-loṅ shes-bya-baḥi rgyud,རྡོ་རྗེ་སེམས་དཔའི་སྒྱུ་འཕྲུལ་དྲ་བ་གསང་བ་ཐམས་ཅད་གྱི་མེ་ལོང་ཞེས་བྱ་བའི་རྒྱུད,,,,,,,,
834,1241,古怛特羅,通帙第98Kha,98,98,834,834,,,198b1-298b7,,,,,秘密心髓真性決定,,Gsaṅ-baḥi sñiṅ-po de-kho-na-ñid ṅes-pa,གསང་བའི་སྙིང་པོ་དེ་ཁོ་ན་ཉིད་ངེས་པ,,,,,,,,
835,1242,古怛特羅,通帙第98Kha,98,98,835,835,,,299a1-311a7,,,,,聖方便索蓮華鬘,,Ḥphags-pa thabs-kyi-shags-pa padmoḥi phreṅ shes-bya-ba,འཕགས་པ་ཐམས་ཅད་ཀྱི་ཞགས་པ་པདྨོའི་ཕྲེང་ཞེས་བྱ་བ,,,,,,,,
836,1243,古怛特羅,通帙第99Ga,99,99,836,836,,,1b1-34b3,,,,,天女大幻網怛特羅,Devījālamahāmāyā-tantra-nāma,Lha-mo sgyu ḥphrul dra-ba chen-po shes-bya-baḥi rgyud,ལྷ་མོ་སྒྱུ་འཕྲུལ་དྲ་བ་ཆེན་པོ་ཞེས་བྱ་བའི་རྒྱུད,,,,,,,,
837,1244,古怛特羅,通帙第99Ga,99,99,837,837,,,34b3-60a4,,,,,秘密心髓真性決定大上師,,Gsaṅ-baḥi sñiṅ-po de-kho-na-ñid ṅes-paḥi bla-ma chen-poḥo,གསང་བའི་སྙིང་པོ་དེ་ཁོ་ན་ཉིད་ངེས་པའི་བླ་མ་ཆེན་པོའོ,,,,,,,,
838,1245,古怛特羅,通帙第99Ga,99,99,838,838,,,60a5-77a5,,,,,聖文殊師利四業輪秘密怛特羅,Ārya-mañjuśrīkarmacatuścakra-guhya-tantra,Ḥphags-pa ḥjam-dpal las bshi ḥkhor-lo gsaṅ-baḥi rgyud,འཕགས་པ་འཇམ་དཔལ་ལས་བཞི་འཁོར་ལོ་གསང་བའི་རྒྱུད,,,,,,,,
839,1246,古怛特羅,通帙第99Ga,99,99,839,839,,,77a6-129b7,,,,,一切如來無上密意秘密最上馬遊戲大怛特羅,Sarvatathāgatabuddhānuttaraguhyāśvotamavīṇāsamata-mahātantra-nāma,De-bshin-gśegs-pa thams-cad-kyi dgoṅs-pa bla-na-med-pa gsaṅ-ba rta-mchog rol-paḥi rgyud chen-po shes-bya-ba,དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་དགོངས་པ་བླ་ན་མེད་པ་གསང་བ་རྟ་མཆོག་རོལ་པའི་རྒྱུད་ཆེན་པོ་ཞེས་བྱ་བ,,,,,,,,
840,1247,古怛特羅,通帙第99Ga,99,99,840,840,,,130a1-202a3,,Śrīkīrti (N),,,吉祥呬嚕迦慈悲遊戲怛特羅秘密甚深上,Śrī-herukakaruṇākrīḍitatantra-guhyagaṁ,Dpal heruka sñiṅ-rje rol-paḥi rgyud gsaṅ-ba zab-moḥi mchog ces-bya-ba,དཔལ་ཧེ་རུ་ཀ་སྙིང་རྗེ་རོལ་པའི་རྒྱུད་གསང་བ་ཟབ་མོའི་མཆོག་ཅེས་བྱ་བ,,,,,,,,
0841-01,1248,古怛特羅,通帙第99Ga,99,99,841(1),841,,,202a3-223b6,,,,,一切五甘露自性大效驗最上心髓八大卷,Sarvapañcāmṛtasāra-siddhimahadgata-hṛdayaparivartāṣṭaka,Thams-cad bdud-rtse lṅaḥi raṅ-bshin dṅos-grub chen-po ñe-baḥi sñiṅ-po mchog bam-po chen-po brgyad-pa,ཐམས་ཅད་བདུད་རྩེ་ལྔའི་རང་བཞིན། དངོས་གྲུབ་ཆེན་པོ་ཉེ་བའི་སྙིང་པོ་མཆོག་བམ་པོ་ཆེན་པོ་བརྒྱད་པ,,,,,,,,
0841-02,1249,古怛特羅,通帙第99Ga,99,99,841(2),841,,,203a5-207b6,,,,,禮拜梵等仙天龍菩薩人等,Amṛtarasāyana,Tshaṅ-pa la-sogs-pa draṅ-sroṅ daṅ lha daṅ klu daṅ miḥi byaṅ-chub-sems-dpaḥ rnams-la phyag-ḥtshal lo,ཚངས་པ་ལ་སོགས་པ་དྲང་སྲོང་དང། ལྷ་དང་ཀླུ་དང་མིའི་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ་ཕྱག་འཚལ་ལོ,,,,,,,,
0841-03,1250,古怛特羅,通帙第99Ga,99,99,841(3),841,,,207b6-208b7,,,,,禮拜薄伽梵無大王,Prajñābhagavanmahārāja,Bcom-ldan-ḥdas gñis med-kyi rgyal-po chen-po-la phyag-ḥtshal lo,བཅོམ་ལྡན་འདས་གཉིས་མེད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་ལ་ཕག་འཚལ་ལོ,,,,,,,,
0841-04,1251,古怛特羅,通帙第99Ga,99,99,841(4),841,,,209a1-211b5,,,,,五大果超越,Uttāraṇamahādarapañca,Ḥbras-bu chen-po lṅa bsgral-ba,འབྲས་བུ་ཆེན་པོ་ལྔ་བསྒྲལ་བ,,,,,,,,
0841-05,1252,古怛特羅,通帙第99Ga,99,99,841(5),841,,,212a7-216a4,,,,,禮拜五種善逝,Kulapañcabuddhāya namaḥ,Rigs lṅa bde-bar-gśegs-pa-la phyag-ḥtshal lo,རིགས་ལྔ་བདེ་བར་གཤེགས་པ་ལ་ཕྱག་འཚལ་ལོ,,,,,,,,
0841-06,1253,古怛特羅,通帙第99Ga,99,99,841(6),841,,,213b5-216a1,,,,,禮拜甘露軍荼利,Amṛtakuṇḍalyai namaḥ,Bdud-rtsi ḥkhyil-pa-la phyag-ḥtshal lo,བདུད་རྩི་འཁྱིལ་པ་ལ་ཕྱག་འཚལ་ལོ,,,,,,,,
0841-07,1254,古怛特羅,通帙第99Ga,99,99,841(7),841,,,216a4-220a3,,,,,甘露瓶取得,Amṛtakalaśasiddhi,Bdud-rtsi bum-paḥi luṅ,བདུད་རྩི་བུམ་པའི་ལུང,,,,,,,,
0841-08,1255,古怛特羅,通帙第99Ga,99,99,841(8),841,,,220a3-222a5,,,,,禮拜薄伽梵文殊師利銳利,Bhagavanmañjuśrītīkṣṇāya namaḥ,Bcom-ldan-ḥdas ḥjam-dpal rnon-po-la phyag-ḥtshal lo,བཅོམ་ལྡན་འདས་འཇམ་དཔལ་རྣོན་པོ་ལ་ཕྱག་འཚལ་ལོ,,,,,,,,
842,1256,古怛特羅,通帙第99Ga,99,99,842,842,,,223b6-253a5,,,,,荼枳尼火焰光怛特羅,Ḍākinyagnijihvajvalā-tantra,Mkhaḥ-ḥgro-ma me-lce ḥbar-baḥi rgyud,མཁའ་འགྲོ་མ་མེ་ལྕེ་འབར་བའི་རྒྱུད,,,,,,,,
843,1257,古怛特羅,通帙第99Ga,99,99,843,843,,,253a5-267b7,,Vairocana,Padma ḥbyuṅ-gnas,,恐怖真言集金剛根本怛特羅,Vajramantrabhīrusandhimūlatantra-nāma,Drag-sṅags ḥdus-pa rdo-rje rtsa-baḥi rgyud ces-bya-ba,དྲག་སྔགས་འདུས་པ་རྡོ་རྗེ་རྩ་བའི་རྒྱུད་ཅེས་བྱ་བ,,,,,,,,
844,1258,古怛特羅,通帙第99Ga,99,99,844,844,,,268a1-287a7,,,,,世間供養恭敬讚嘆成就根本怛特羅,Lokastotrapūjātantra-nāma,Ḥjig-rten mchod-bstod sgrub-pa rtsa-baḥi rgyud ces-bya-ba,འཇིག་རྟེན་མཆོད་བསྟོད་སྒྲུབ་པ་རྩ་བའི་རྒྱུད་ཅེས་བྱ་བ,,,,,,,,
845,1259,時輪經疏,通帙第100Śrī,100,100,845,845,,,1b1-469a7,,Somanātha (K),Śes-rab grags,Shaṅ ston mdo-sde dpal、Tshul-khrin dar,略怛特羅王時輪經註釋根本怛特羅隨一萬二千無垢光,Vimalaprabhā-nāma-mūlatantrānusāriṇīdvādaśasāhasrikā-laghukālacakra-tantra-rāja-ṭīkā,Bsdus-paḥi rgyud-kyi rgyal po dus-kyi ḥkhor-loḥi ḥgrel-bśad rtsa-baḥi rgyud-kyi rjes-su-ḥjug-pa stoṅ-phrag-bcu-gñis-pa dri-ma med-paḥi ḥod ces-bya-ba,བསྡུས་པའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་དུས་ཀྱི་འཁོར་ལོའི་འགྲེལ་བཤད།རྩ་བའི་རྒྱུད་ཀྱི་རྗེས་སུ་འཇུག་པ་སྟོང་ཕྲག་བཅུ་གཉིས་པ་དྲི་མ་མེད་པའི་འོད་ཅེས་བྱ་བ,,,,,,,,
846,1260,陀羅尼集,通帙第101E,101,101,846,846,,,1b1-3b6,,,,,勸請第三怛特羅,,Spyan-ḥdren rgyud gsum-pa,སྤྱན་འདྲེན་རྒྱུད་གསུམ་པ,,,,,,,,
847,1261,陀羅尼集,通帙第101E,101,101,847,847,299,1095,3b6-54b7,,Surendrabodhi,Ye-śes sde,,聖寶燈陀羅尼大乘經,Ārya-ratnolka-nāma-dhāraṇī-mahāyāna-sūtra,Ḥphags-pa dkon-mchog ta-la-laḥi gzuṅs shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་དཀོན་མཆོག་ཏ་ལ་ལའི་གཟུངས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,299,,785,,,,,
848,1262,陀羅尼集,通帙第101E,101,101,848,848,1397,476,55a1-57a7,,,,,聖智慧燈明陀羅尼一切趣清淨,Ārya-jñānolka-nāma-dhāraṇī-sarvagati-pariśodhanī,Ḥphags-pa ye-śes ta-la-la shes-bya-baḥi gzuṅs ḥgro-ba thams-cad yoṅs-su sbyoṅ-ba,འཕགས་པ་ཡེ་ཤེས་ཏ་ལ་ལ་ཞེས་བྱ་བའི་གཟུངས་འགྲོ་བ་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བ,"1397,1398",,"496,835",,,,,
849,1264,陀羅尼集,通帙第101E,101,101,849,849,937,1089,57b1-62a6,,,,,聖壽智無量大乘經,Ārya-aparimitāyurjñāna-nāma-mahāyānasūtra,Ḥphags-pa tshe daṅ ye-śes dpag-tu-med-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ཚེ་དང་ཡེ་ཤེས་དཔག་ཏུ་མེད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"936,937",,786,,,,,
850,1266,陀羅尼集,通帙第101E,101,101,850,850,,,62a6-64a2,,Puṇyasambhava,Pa-tshab ñi-ma grags,,聖壽智無量心陀羅尼,Ārya-aparimitāyurjñānahṛdaya-nāma-dhāraṇī,Ḥphags-pa tshe daṅ ye-śes dpag-tu-med-paḥi sñiṅ-po shes-bya-baḥu gzuṅs,འཕགས་པ་ཚེ་དང་ཡེ་ཤེས་དཔག་ཏུ་མེད་པའི་སྙིང་པོ་ཞེས་བྱ་བའི་གཟུངས,370,,485,,,,,
851,1267,陀羅尼集,通帙第101E,101,101,851,851,934,1224-s09,64a3-64a7,,,,,聖無量功德讚嘆陀羅尼,Ārya-aparimitāguṇānuśaṁsā-nāma-dhāraṇī,Ḥphags-pa yon-tan bsṅags-pa dpag-tu-med-pa shes-bya-baḥi gzuṅs,འཕགས་པ་ཡོན་ཏན་བསྔགས་པ་དཔག་ཏུ་མེད་པ་ཞེས་བྱ་བའི་གཟུངས,"369,934,1316,1317",,"540,892",,,,,"原目錄無大正1316,且本經無原文可對照,又因南條540為大正1316,故補上."
852,1270,陀羅尼集,通帙第101E,101,101,852,852,1334,338,65a1-68b7,,,,,聖七佛大乘經,Ārya-saptabuddha-nāma-mahāyāna-sūtra,Ḥphags-pa saṅs-rgyas bdun-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་སངས་རྒྱས་བདུན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"1147,1333,1334",,"793,367,368",,,,,
853,1273,陀羅尼集,通帙第101E,101,101,853,853,1348,301,69a1-72b1,,Jinamitra、Dānaśīla,Ye-śes sde,,聖十二佛大乘經,Ārya-dvādaśabuddhaka-nāma-mahāyāna-sūtra,Ḥphags-pa saṅs-rgyas bcu-gñis-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་སངས་རྒྱས་བཅུ་གཉིས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"1348,1349",,"335,336",,,,,
854,1275,陀羅尼集,通帙第101E,101,101,854,854,918,444,72b1-74b5,,Jinamitra、Dānaśīla,Ye-śes sde,,聖佛心髓陀羅尼法門,Ārya-buddhahṛdaya-nāma-dhāraṇī-dharmaparyāya,Ḥphags-pa saṅs-rgyas-kyi sñiṅ-po shes-bya-baḥi gzuṅs-kyi chos-kyi-rnam-graṅs,འཕགས་པ་སངས་རྒྱས་ཀྱི་སྙིང་པོ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་ཆོས་ཀྱི་རྣམ་གྲངས,"918,919",,"489,825",,,,,
855,1277,陀羅尼集,通帙第101E,101,101,855,855,,,74b6-76a5,,Jinamitra、Dānaśīla,Ye-śes sde,,聖佛心髓陀羅尼,Ārya-buddhahṛdaya-nāma-dhāraṇī,Ḥphags-pa saṅs-rgyas-kyi sñiṅ-po shes-bya-baḥi gzuṅs,འཕགས་པ་སངས་རྒྱས་ཀྱི་སྙིང་པོ་ཞེས་བྱ་བའི་གཟུངས,,,,,,,,
856,1278,陀羅尼集,通帙第101E,101,101,856,856,1346,475,76a6-77b7,,Jinamitra、Dānaśīla,Ye-śes sde,,聖一切佛支具足陀羅尼,Ārya-sarvabuddhāṅgavatī-nāma-dhāraṇī,Ḥphags-pa saṅs-rgyas thams-cad-yan-lag daṅ-ldan-pa shes-bya-baḥi gzuṅs,འཕགས་པ་སངས་རྒྱས་ཐམས་ཅད་ཡན་ལག་དང་ལྡན་པ་ཞེས་བྱ་བའི་གཟུངས,"1346,1347",,"495,802",,,,,
857,1280,陀羅尼集,通帙第101E,101,101,857,857,1387,1224-s04,77b7-79b5,,Jinamitra、Dānaśīla,Ye-śes sde,,聖栴檀支陀羅尼,Ārya-candāṅga-nāma-dhāraṇī,Ḥphags-pa tsandan-gyi yan-lag ces-bya-baḥi gzuṅs,འཕགས་པ་ཙན་དན་གྱི་ཡན་ལག་ཅེས་བྱ་བའི་གཟུངས,1387,,887,,,,,
858,1281,陀羅尼集,通帙第101E,101,101,858,858,1351,347,79b5-85a7,,,,,聖明咒王最勝燈明陀羅尼,Ārya-agrapradīpadhāraṇī-vidyārāja,Ḥphags-pa rig-sṅags-kyi rgyal-po sgron-ma mchog-gi gzuṅs,འཕགས་པ་རིག་སྔགས་ཀྱི་རྒྱལ་པོ་སྒྲོན་མ་མཆོག་གི་གཟུངས,"1029,1351,1352,1353,1354,1355",,"799,366,364,365",,,,,
859,1287,陀羅尼集,通帙第101E,101,101,859,859,,,85b1-87a1,,Jinamitra、Dānaśīla,Ye-śes sde,,聖灌頂陀羅尼,Ārya-abhiṣecanī-nāma-dhāraṇī,Ḥphags-pa dbaṅ-bskur-ba shes-bya-baḥi gzuṅs,འཕགས་པ་དབང་བསྐུར་བ་ཞེས་བྱ་བའི་གཟུངས,,,,,,,,
860,1288,陀羅尼集,通帙第101E,101,101,860,860,,,87a1-87a2,,,,,聖釋迦牟尼髓陀羅尼,,Ḥphags-pa śākya-thub-paḥi sñiṅ-poḥi gzuṅs,འཕགས་པ་ཤཱཀྱ་ཐུབ་པའི་སྙིང་པོའི་གཟུངས,,,,,,,,
861,1289,陀羅尼集,通帙第101E,101,101,861,861,,,87a2-87a6,,,,,聖毗盧遮那心髓陀羅尼,,Ḥphags-pa rnam-par-snaṅ-mdsad-kyi sñiṅ-po shes-bya-baḥi gzuṅs,འཕགས་པ་རྣམ་པར་སྣང་མཛད་ཀྱི་སྙིང་པོ་ཞེས་བྱ་བའི་གཟུངས,,,,,,,,
862,1290,陀羅尼集,通帙第101E,101,101,862,862,,,87a6-87a7,,,,,藥師如來心髓陀羅尼,,De-bshin-gśegs-pa sman-gyi-blaḥi sñiṅ-poḥi gzuṅs,དེ་བཞིན་གཤེགས་པ་སྨན་གྱི་བླའི་སྙིང་པོའི་གཟུངས,,,,,,,,
863,1291,陀羅尼集,通帙第101E,101,101,863,863,,,87b1-87b4,,,,,聖勝者上師陀羅尼,,Ḥphags-pa rgyal-baḥi bla-maḥi gzuṅs,འཕགས་པ་རྒྱལ་བའི་བླ་མའི་གཟུངས,,,,,,,,
864,1292,陀羅尼集,通帙第101E,101,101,864,864,,,87b4-88a2,,,,,薄伽梵無邊光陀羅尼真言,Bhagavadamitābha-dhāraṇīmantra,Bcom-ldan-ḥdas snaṅ-ba-mthaḥ-yas-kyi gzuṅs-sṅags,བཅོམ་ལྡན་འདས་སྣང་བ་མཐའ་ཡས་ཀྱི་གཟུངས་སྔགས,,,,,,,,
865,1293,陀羅尼集,通帙第101E,101,101,865,865,,,88a2-88a5,,,,,陀羅尼,,,,,,,,,,,
866,1294,陀羅尼集,通帙第101E,101,101,866,866,1411,1143,88a5-88b4,,,,,聖蓮華眼陀羅尼,,Ḥphags-pa padmaḥi spyan shes-bya-baḥi gzuṅs,འཕགས་པ་པདྨའི་སྤྱན་ཞེས་བྱ་བའི་གཟུངས,1411,,827,,,,,
867,1295,陀羅尼集,通帙第101E,101,101,867,867,,,88b4-88b6,,,,,無邊光隨念,,Snaṅ-ba mthaḥ-yas rjes-su-dran-pa,སྣང་བ་མཐའ་ཡས་རྗེས་སུ་དྲན་པ,,,,,,,,
868,1296,陀羅尼集,通帙第101E,101,101,868,868,,,88b6-89a2,,,,,月光名隨念,,Zla-baḥi ḥod-kyi mtshan rjes-su-dran-pa,ཟླ་བའི་འོད་ཀྱི་མཚན་རྗེས་སུ་དྲན་པ,,,,,,,,
869,1297,陀羅尼集,通帙第101E,101,101,869,869,,,89a2-89a3,,,,,如來總心隨念,,De-bshin-gśegs-paḥi spyiḥi sñiṅ-po rjes-su-dran-pa,དེ་བཞིན་གཤེགས་པའི་སྤྱིའི་སྙིང་པོ་རྗེས་སུ་དྲན་པ,,,,,,,,
870,1298,陀羅尼集,通帙第101E,101,101,870,870,,,89a3-89a4,,,,,佛寶髻頂名隨念,,Saṅs-rgyas rin-chen gtsug-gtor-gyi mtshan rjes-su-dran-pa,སངས་རྒྱས་རིན་ཆེན་གཙུག་གཏོར་གྱི་མཚན་རྗེས་སུ་དྲན་པ,,,,,,,,
871,1299,陀羅尼集,通帙第101E,101,101,871,871,,,89a4-92b7,,Jinamitra、Dānaśīla,Ye-śes sde,,聖無垢陀羅尼,Ārya-vimala-nāma-dhāraṇī,Ḥphags-pa dri-ma-med-pa shes-bya-baḥi gzuṅs,འཕགས་པ་དྲི་མ་མེད་པ་ཞེས་བྱ་བའི་གཟུངས,,,,,,,,
872,1300,陀羅尼集,通帙第101E,101,101,872,872,,,92b7-95b7,,Jinamitra、Dānaśīla,Ye-śes sde,,聖最上陀羅尼,Ārya-viśeṣavatī-nāma-dhāraṇī,Ḥphags-pa khyad-par-can shes-bya-baḥi gzuṅs,འཕགས་པ་ཁྱད་པར་ཅན་ཞེས་བྱ་བའི་གཟུངས,1409,,878,,,,,
873,1301,陀羅尼集,通帙第101E,101,101,873,873,,,96a1-100b5,,,,,佛薄伽梵一百八名陀羅尼真言,,Saṅs-rgyas bcom-ldan-ḥdas-kyi mtshan brgya-rtsa-brgyad-pa gzuṅs-sṅags daṅ-bcas-pa,སངས་རྒྱས་བཅོམ་ལྡན་འདས་ཀྱི་མཚན་བརྒྱ་རྩ་བརྒྱད་པ་གཟུངས་སྔགས་དང་བཅས་པ,,,,,,,,
874,1302,陀羅尼集,通帙第101E,101,101,874,874,,,100b5-103a2,,,,,聖觀自在一百八名陀羅尼真言,,Ḥphags-pa spyan-ras-gzigs dbaṅ-phyug-gi mtshan brgya-rtsa-brgyad-pa gzuṅs-sṅags daṅ-bcas-pa,འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་གི་མཚན་བརྒྱ་རྩ་བརྒྱད་པ་གཟུངས་སྔགས་དང་བཅས་པ,,,,,,,,
