Class,By part,Book,Book end,Number,Number,Identifier,Other book,Page number,Book vol,actual volumes’ number,Name,Deputy by name,Translator,Goryeo,Korean,Remarks,number of notes,Annotated by,Related classic,References
經集部類,經集部二,15,15,634,634,0,,474,5,5,佛說大乘智印經,,宋 智吉祥等譯,,,,,,"縮-宙1,卍-16.2","Nos.632,633"
經集部類,經集部二,15,15,635,635,0,,488,4,4,佛說弘道廣顯三昧經,,西晉 竺法護譯,407,13,,,,"縮-宇9,卍-12.2,國-經2",
經集部類,經集部二,15,15,636,636,0,,507,2,2,無極寶三昧經,,西晉 竺法護譯,170,10,,,,"縮-宙1,卍-10.7",No.637
經集部類,經集部二,15,15,637,637,0,,518,2,2,佛說寶如來三昧經,,東晉 祇多蜜譯,171,10,,,,"縮-宙1,卍-10.7",No.636
經集部類,經集部二,15,15,638,638,0,,531,2,2,佛說超日明三昧經,,西晉 聶承遠譯,386,12,,,,"縮-宙2,卍-11.4",
經集部類,經集部二,15,15,639,639,0,,549,10,10,月燈三昧經,,高齊 那連提耶舍譯,181,11,,,,"縮-玄10,卍-10.3,國-經1",cf.No.640
經集部類,經集部二,15,15,640,640,0,,620,1,1,佛說月燈三昧經,,劉宋 先公譯,183,11,,,,"縮-玄10,卍-10.4",No.639(Fasc.6)
經集部類,經集部二,15,15,641,641,0,,623,1,1,佛說月燈三昧經,,劉宋 先公譯,182,11,,,,"縮-玄10,卍-10.4",
經集部類,經集部二,15,15,642,642,0,,629,2,2,佛說首楞嚴三昧經,,姚秦 鳩摩羅什譯,378,12,,,,"縮-黃7,卍-11.4,國-經7",
經集部類,經集部二,15,15,643,643,0,,645,10,10,佛說觀佛三昧海經,,東晉 佛陀跋陀羅譯,401,13,,,,"縮-黃5,卍-11.10",
經集部類,經集部二,15,15,644,644,0,,697,1,1,佛說金剛三昧本性清淨不壞不滅經,,失譯,501,14,,,,"縮-宙2,卍-11.7",
經集部類,經集部二,15,15,645,645,0,,699,1,1,不必定入定入印經,,元魏 瞿曇般若流支譯,138,10,,,,"縮-宙8,卍-9.2",No.646
經集部類,經集部二,15,15,646,646,0,,706,1,1,入定不定印經,,唐 義淨譯,139,10,,,,"縮-宙8,卍-9.2",No.645
經集部類,經集部二,15,15,647,647,0,,711,3,3,力莊嚴三昧經,,隋 那連提耶舍譯,399,13,,,,"縮-宙1,卍-11.6",
經集部類,經集部二,15,15,648,648,0,,723,1,1,寂照神變三摩地經,,唐 玄奘譯,482,13,,,,"縮-宙2,卍-12.6",
經集部類,經集部二,15,15,649,649,0,,727,4,4,觀察諸法行經,,隋 闍那崛多譯,405,13,,,,"縮-宇8,卍-11.9",
經集部類,經集部二,15,15,650,650,0,,750,2,2,諸法無行經,,姚秦 鳩摩羅什譯,168,10,,,,"縮-宇2,卍-9.8,國-經3","Nos.651,652"
經集部類,經集部二,15,15,651,651,0,,761,3,3,佛說諸法本無經,,隋 闍那崛多譯,169,10,,,,"縮-宇2,卍-9.8","Nos.650,652"
經集部類,經集部二,15,15,652,652,0,,774,3,3,佛說大乘隨轉宣說諸法經,,宋 紹德等譯,,,,,,"縮-宇2,卍-16.2","Nos.650,651"
經集部類,經集部二,15,15,653,653,0,,782,3,3,佛藏經,,姚秦 鳩摩羅什譯,529,14,,,,"縮-列1,卍-17.2,國-經3",
經集部類,經集部二,15,15,654,654,0,,805,1,1,佛說入無分別法門經,,宋 施護譯,1438,40,,,,"縮-宙1,卍-15.7",
經集部類,經集部二,15,15,655,655,0,,806,1,1,佛說勝義空經,,宋 施護等譯,1470,40,,,,續-1.1.4,
經集部類,經集部三,16,16,656,656,0,,1,14,14,菩薩瓔珞經,,姚秦 竺佛念譯,385,12,,,,"縮-宇4,卍-12.3,國-經16",
經集部類,經集部三,16,16,657,657,0,,127,10,10,佛說華手經,,姚秦 鳩摩羅什譯,396,12,,,,"縮-宇5,卍-11.9,國-經13",
經集部類,經集部三,16,16,658,658,0,,209,7,7,寶雲經,,梁 曼陀羅仙譯,134,10,,,,"縮-宇6,卍-9.6",No.659
經集部類,經集部三,16,16,659,659,0,,241,7,7,大乘寶雲經,,梁 曼陀羅仙共僧伽婆羅譯,,,,,,,No.658
經集部類,經集部三,16,16,660,660,0,,283,10,10,佛說寶雨經,,唐 達摩流支譯,133,10,,,,"縮-宇6,卍-9.6",
經集部類,經集部三,16,16,661,661,0,,328,1,1,大乘百福相經,,唐 地婆訶羅譯,244,11,,,,"縮-宇7,卍-10.7,國-經15",No.662
經集部類,經集部三,16,16,662,662,0,,330,1,1,大乘百福莊嚴相經,,唐 地婆訶羅譯,245,11,,,,"縮-宙7,卍-10.7",No.661
經集部類,經集部三,16,16,663,663,0,,335,4,4,金光明經,,北涼 曇無讖譯,1465,40,,,,"縮-黃9,卍-9.1,國-經5","Nos.664,665;cf.Nos.1783-1787"
經集部類,經集部三,16,16,664,664,0,,359,8,8,合部金光明經,,隋 寶貴合,128,9,,,,"縮-黃9,卍-9.2","Nos.663,665"
經集部類,經集部三,16,16,665,665,0,,403,10,10,金光明最勝王經,,唐 義淨譯,127,9,,,,"縮-黃9,卍-9.1","Nos.663,664,;cf.Nos.1788,2196-2199"
經集部類,經集部三,16,16,666,666,0,,457,1,1,大方等如來藏經,,東晉 佛陀跋陀羅譯,360,12,,,,"縮-宇3,卍-11.4,國-經6",No.667
經集部類,經集部三,16,16,667,667,0,,460,1,1,大方廣如來藏經,,唐 不空譯,1359,37,,,,"縮-成6,續-1.3.4",No.666
經集部類,經集部三,16,16,668,668,0,,466,1,1,佛說不增不減經,,元魏 菩提流支譯,490,13,,,,"縮-宙1,卍-12.6,國-經6",
經集部類,經集部三,16,16,669,669,0,,468,2,2,佛說無上依經,,梁 真諦譯,235,11,,,,"縮-宙7,卍-10.7,國-經6",
經集部類,經集部三,16,16,670,670,0,,479,4,4,楞伽阿跋多羅寶經,,劉宋 求那跋陀羅譯,159,10,,,,"縮-黃6,卍-9.10","Nos.671,672;cf.No.1789"
經集部類,經集部三,16,16,671,671,0,,514,10,10,入楞伽經,,元魏 菩提流支譯,160,10,,,,"縮-黃6,卍-9.10,國-經7","Nos.670,672"
經集部類,經集部三,16,16,672,672,0,,587,7,7,大乘入楞伽經,,唐 實叉難陀譯,161,10,,,,"縮-黃6,卍-10.1","Nos.670,671,;cf.Nos.1790,1791"
經集部類,經集部三,16,16,673,673,0,,640,2,2,大乘同性經,,宇文周 闍那耶舍譯,151,10,,,,"縮-宇2,卍-10.4,國-經11",No.674
經集部類,經集部三,16,16,674,674,0,,653,2,2,證契大乘經,,唐 地婆訶羅譯,152,10,,,,"縮-宇2,卍-10.4",No.673
經集部類,經集部三,16,16,675,675,0,,665,5,5,深密解脫經,,元魏 菩提流支譯,153,10,,,,"縮-黃8,卍-10.6",Nos.676-679
經集部類,經集部三,16,16,676,676,0,,688,5,5,解深密經,,唐 玄奘譯,154,10,,,,"縮-黃8,卍-10.6,國-經3","Nos.675,677-679"
經集部類,經集部三,16,16,677,677,0,,711,1,1,佛說解節經,,陳 真諦譯,155,10,,,,"縮-黃8,卍-9.6","Nos.675(2-5),676(2)"
經集部類,經集部三,16,16,678,678,0,,714,1,1,相續解脫地波羅蜜了義經,,劉宋 求那跋陀羅譯,156,10,,,,"縮-黃8,卍-9.6","Nos.675(10),676(7)"
經集部類,經集部三,16,16,679,679,0,,718,1,1,相續解脫如來所作隨順處了義經,,劉宋 求那跋陀羅譯,,,,,,"縮-黃8,卍-9.6","Nos.675(11),676(8)"
經集部類,經集部三,16,16,680,680,0,,720,1,1,佛說佛地經,,唐 玄奘譯,460,13,,,,"縮-黃8,卍-12.6,國-經13",
經集部類,經集部三,16,16,681,681,0,,723,3,3,大乘密嚴經,,唐 地婆訶羅譯,417,13,,,,"縮-黃8,卍-12.2",No.682
經集部類,經集部三,16,16,682,682,0,,747,3,3,大乘密嚴經,,唐 不空譯,1344,37,,,,"縮-閏15,卍-15.9,國-經16",No.681
經集部類,經集部三,16,16,683,683,0,,777,1,1,佛說諸德福田經,,西晉 法立法炬共譯,366,12,,,,"縮-宿8,卍-11.4,國-經14",
經集部類,經集部三,16,16,684,684,0,,778,1,1,佛說父母恩難報經,,後漢 安世高譯,883,20,,,,"縮-宿8,卍-15.1",
經集部類,經集部三,16,16,685,685,0,,779,1,1,佛說盂蘭盆經,,西晉 竺法護譯,277,11,,,,"縮-宙6,卍-10.7,國-經14","No.686;cf.Nos.1792,2781"
經集部類,經集部三,16,16,686,686,0,,780,1,1,佛說報恩奉盆經,,失譯,283,11,,,,"縮-宙6,卍-10.7",No.685
經集部類,經集部三,16,16,687,687,0,,780,1,1,佛說孝子經,,失譯,827,20,,,,"縮-宿8,卍-14.10",
經集部類,經集部三,16,16,688,688,0,,781,1,1,佛說未曾有經,,失譯,237,11,,,,"縮-宙7,卍-10.7,國-經14",No.689
經集部類,經集部三,16,16,689,689,0,,782,1,1,甚希有經,,唐 玄奘譯,236,11,,,,"縮-宙7,卍-10.7",No.688
經集部類,經集部三,16,16,690,690,0,,783,1,1,佛說希有挍量功德經,,隋 闍那崛多譯,249,11,,,,"縮-宙8,卍-10.7",
經集部類,經集部三,16,16,691,691,0,,785,1,1,最無比經,,唐 玄奘譯,250,11,,,,"縮-宙8,卍-10.7",
經集部類,經集部三,16,16,692,692,0,,788,1,1,佛說作佛形像經,,闕譯,281,11,,,,"縮-宙7,卍-10.7,國-經14",No.693
經集部類,經集部三,16,16,693,693,0,,788,1,1,佛說造立形像福報經,,闕譯,280,11,,,,"縮-宙7,卍-10.7",No.692
經集部類,經集部三,16,16,694,694,0,,790,2,2,佛說大乘造像功德經,,唐 提雲般若譯,419,13,,,,"縮-宙7,卍-10.7",
經集部類,經集部三,16,16,695,695,0,,796,1,1,佛說灌洗佛形像經,,西晉 法炬譯,278,11,,,,"縮-宙8,卍-10.7,國-經14",No.696
經集部類,經集部三,16,16,696,696,0,,797,1,1,佛說摩訶剎頭經,,西晉 聖堅譯,279,11,,,,"縮-宙8,卍-10.7",No.695
經集部類,經集部三,16,16,697,697,0,,798,1,1,佛說浴像功德經,,唐 寶思惟譯,284,11,,,,"縮-宙8,卍-10.7,國-經14",No.698
經集部類,經集部三,16,16,698,698,0,,799,1,1,浴佛功德經,,唐 義淨譯,262,11,,,,"縮-宙8,卍-10.7",No.697
經集部類,經集部三,16,16,699,699,0,,800,1,1,佛說造塔功德經,,唐 地婆訶羅譯,498,13,,,,"縮-宙7,卍-12.6",
經集部類,經集部三,16,16,700,700,0,,801,1,1,右繞佛塔功德經,,唐 實叉難陀譯,486,13,,,,"縮-宙7,卍-12.5,國-經14",
經集部類,經集部三,16,16,701,701,0,,802,1,1,佛說溫室洗浴眾僧經,,後漢 安世高譯,367,12,,,,"縮-宿8,卍-11.4,國-經14","cf.Nos.1793,2780"
經集部類,經集部三,16,16,702,702,0,,803,1,1,佛說施燈功德經,,高齊 那連提耶舍譯,408,13,,,,"縮-宙8,卍-11.10,國-經14",
經集部類,經集部三,16,16,703,703,0,,808,1,1,燈指因緣經,,姚秦 鳩摩羅什譯,828,20,,,,"縮-宿7,卍-15.1",
經集部類,經集部三,16,16,704,704,0,,811,1,1,佛說樓閣正法甘露鼓經,,宋 天息災譯,1101,33,,,,"縮-宙7,卍-15.2",
經集部類,經集部三,16,16,705,705,0,,812,1,1,佛說布施經,,宋 法賢譯,1176,34,,,,"縮-宿8,卍-15.3",
經集部類,經集部三,16,16,706,706,0,,813,1,1,佛說五大施經,,宋 施護等譯,1471,40,,,,"縮-宿8,卍-16.2",
經集部類,經集部三,16,16,707,707,0,,813,1,1,佛說出家功德經,,失譯,860,20,,,,"縮-宿7,卍-15.1",
經集部類,經集部三,16,16,708,708,0,,815,1,1,了本生死經,,吳 支謙譯,268,11,,,,"縮-宙7,卍-10.7,國-經14",Nos.709-712
經集部類,經集部三,16,16,709,709,0,,816,1,1,佛說稻[卄/干]經,,闕譯,272,11,,,"註:內文經名為「稻芋」,但有校勘.","縮-宙7,卍-10.7,國-經12","Nos.708,710-712"
經集部類,經集部三,16,16,710,710,0,,819,1,1,慈氏菩薩所說大乘緣生稻[卄/幹]喻經,,唐 不空譯,1297,36,,,,"縮-閏15,卍-15.8","Nos.708,709,711,712"
經集部類,經集部三,16,16,711,711,0,,821,1,1,大乘舍黎娑擔摩經,,宋 施護譯,1191,34,,,,"縮-宙7,卍-15.5","Nos.708-710,712"
經集部類,經集部三,16,16,712,712,0,,823,1,1,佛說大乘稻[卄/干]經,,失譯,,,,,,,"Nos.708-711,;cf.No.2782"
經集部類,經集部三,16,16,713,713,0,,826,1,1,貝多樹下思惟十二因緣經,,吳 支謙譯,269,11,,,,"縮-宙7,卍-10.7","Nos.714,715"
經集部類,經集部三,16,16,714,714,0,,827,1,1,緣起聖道經,,唐 玄奘譯,259,11,,,,"縮-宙7,卍-10.7,國-經14","Nos.713,715"
經集部類,經集部三,16,16,715,715,0,,829,1,1,佛說舊城喻經,,宋 法賢譯,1245,34,,,,"縮-宙7,卍-15.5","Nos.713,714"
經集部類,經集部三,16,16,716,716,0,,830,2,2,緣生初勝分法本經,,隋 達摩笈多譯,157,10,,,,"縮-宙7,卍-9.4",No.717
經集部類,經集部三,16,16,717,717,0,,837,2,2,分別緣起初勝法門經,,唐 玄奘譯,158,10,,,,"縮-宙7,卍-9.3,國-經14",No.716
經集部類,經集部三,16,16,718,718,0,,844,1,1,佛說分別緣生經,,宋 法天譯,1409,40,,,,"縮-宿7,卍-15.7",
經集部類,經集部三,16,16,719,719,0,,845,2,2,十二緣生祥瑞經,,宋 施護譯,1127,33,,,,"縮-宿6,卍-15.3",
經集部類,經集部三,16,16,720,720,0,,850,3,3,無明羅剎集,,失譯,1033,30,,,,"縮-藏8,卍-26.9",
經集部類,經集部四,17,17,721,721,0,,1,70,70,正法念處經,,元魏 瞿曇般若流支譯,801,20,,,,"縮-宿1-4,卍-14.4-7,國-經8-11",
經集部類,經集部四,17,17,722,722,0,,419,8,8,妙法聖念處經,,宋 法天譯,1116,33,,,,"縮-宙5,卍-15.3",
經集部類,經集部四,17,17,723,723,0,,446,1,1,分別業報略經,,大勇菩薩撰　劉宋 僧伽跋摩譯,1044,30,,,,"縮-藏8,卍-26.7,國-經14",
經集部類,經集部四,17,17,724,724,0,,450,1,1,佛說罪業應報教化地獄經,,後漢 安世高譯,781,19,,,,"縮-宙8,卍-14.10",
經集部類,經集部四,17,17,725,725,0,,452,1,1,佛說六道伽陀經,,宋 法天譯,1117,33,,,,"縮-藏9,卍-15.3",
經集部類,經集部四,17,17,726,726,0,,455,1,1,六趣輪迴經,,馬鳴菩薩集　宋 日稱等譯,1490,41,,,,"縮-藏9,卍-1.2.1,國-經14",
經集部類,經集部四,17,17,727,727,0,,457,1,1,十不善業道經,,馬鳴菩薩集　宋 日稱等譯,1491,41,,,,"縮-藏8,卍-26.9",
經集部類,經集部四,17,17,728,728,0,,458,10,10,諸法集要經,,觀無畏尊者集　宋 日稱等譯,1494,41,,,,"縮-藏9,卍-1.2.1,國-經14",
經集部類,經集部四,17,17,729,729,0,,516,1,1,佛說分別善惡所起經,,後漢 安世高譯,810,20,,,,"縮-宿6,卍-14.10",
經集部類,經集部四,17,17,730,730,0,,523,1,1,佛說處處經,,後漢 安世高譯,808,20,,,,"縮-宿6,卍-14.10",
經集部類,經集部四,17,17,731,731,0,,528,1,1,佛說十八泥犁經,,後漢 安世高譯,812,20,,,,"縮-宿6,卍-14.10",
經集部類,經集部四,17,17,732,732,0,,530,1,1,佛說罵意經,,後漢 安世高譯,809,20,,,,"縮-宿8,卍-14.10",
經集部類,經集部四,17,17,733,733,0,,534,1,1,佛說堅意經,,後漢 安世高譯,789,19,,,,"縮-宿8,卍-15.1",
經集部類,經集部四,17,17,734,734,0,,535,1,1,佛說鬼問目連經,,後漢 安世高譯,760,19,,,,"縮-宿6,卍-14.3,國-經14",
經集部類,經集部四,17,17,735,735,0,,536,1,1,佛說四願經,,吳 支謙譯,820,20,,,,"縮-宿8,卍-14.10,國-經14",
經集部類,經集部四,17,17,736,736,0,,538,1,1,佛說四自侵經,,西晉 竺法護譯,830,20,,,,"縮-宿8,卍-15.1",
經集部類,經集部四,17,17,737,737,0,,539,1,1,所欲致患經,,西晉 竺法護譯,788,19,,,,"縮-宿8,卍-14.10",
經集部類,經集部四,17,17,738,738,0,,541,1,1,佛說分別經,,西晉 竺法護譯,824,20,,,,"縮-宿8,卍-14.10",
經集部類,經集部四,17,17,739,739,0,,542,1,1,佛說慢法經,,西晉 法炬譯,773,19,,,,"縮-宿7,卍-14.2",
經集部類,經集部四,17,17,740,740,0,,543,1,1,佛說頞多和多耆經,,失譯,876,20,,,,"縮-宿7,卍-15.1",
經集部類,經集部四,17,17,741,741,0,,543,1,1,五苦章句經,,東晉 竺曇無蘭譯,797,19,,,,"縮-宿8,卍-15.1,國-經14",
經集部類,經集部四,17,17,742,742,0,,548,1,1,佛說自愛經,,東晉 竺曇無蘭譯,832,20,,,,"縮-宿8,卍-15.1",
經集部類,經集部四,17,17,743,743,0,,550,1,1,佛說忠心經,,東晉 竺曇無蘭譯,833,20,,,,"縮-宿8,卍-15.1",
經集部類,經集部四,17,17,744,744,0,,552,1,1,佛說除恐災患經,,乞伏秦 聖堅譯,374,12,,,,"縮-宿8,卍-11.4",
經集部類,經集部四,17,17,745,745,0,,557,1,1,佛說雜藏經,,東晉 法顯譯,767,19,,,,"縮-宿6,卍-14.3,國-經14",
經集部類,經集部四,17,17,746,746,0,,560,1,1,餓鬼報應經,,失譯,763,19,,,,"縮-宿6,卍-14.3",
經集部類,經集部四,17,17,0747a,747,0,a,562,1,1,佛說罪福報應經,,劉宋 求那跋陀羅譯,838,20,,,,"縮-宿6,卍-15.1",
經集部類,經集部四,17,17,0747b,747,1,b,563,1,1,佛說輪轉五道罪福報應經,,劉宋 求那跋陀羅譯,838,20,,,,,
經集部類,經集部四,17,17,748,748,0,,564,1,1,佛說護淨經,,失譯,864,20,,,,"縮-宿8,卍-15.1",
經集部類,經集部四,17,17,749,749,0,,565,1,1,佛說因緣僧護經,,失譯,858,20,,,,"縮-宿8,卍-15.2",
經集部類,經集部四,17,17,750,750,0,,572,1,1,沙彌羅經,,失譯,769,19,,,,"縮-宿7,卍-14.2",
經集部類,經集部四,17,17,0751a,751,0,a,573,1,1,佛說五無反復經,,劉宋 沮渠京聲譯,847,20,,,,"縮-宿7,卍-15.1",No.752
經集部類,經集部四,17,17,0751b,751,1,b,573,1,1,佛說五無返復經,,劉宋 沮渠京聲譯,847,20,,,,,
經集部類,經集部四,17,17,752,752,0,,574,1,1,佛說五無返復經,,劉宋 沮渠京聲譯,,,,,,"縮-宿7,卍-15.1",No.751
經集部類,經集部四,17,17,753,753,0,,575,1,1,十二品生死經,,劉宋 求那跋陀羅譯,840,20,,,,"縮-宿6,卍-15.1",
經集部類,經集部四,17,17,754,754,0,,575,2,2,佛說未曾有因緣經,,蕭齊 曇景譯,383,12,,,,"縮-宿8,卍-11.4",
經集部類,經集部四,17,17,755,755,0,,588,1,1,佛說淨意優婆塞所問經,,宋 施護譯,1431,40,,,,"縮-宿6,卍-15.7",
經集部類,經集部四,17,17,756,756,0,,590,1,1,佛說八無暇有暇經,,唐 義淨譯,865,20,,,,"縮-宿8,卍-15.1",
經集部類,經集部四,17,17,757,757,0,,591,3,3,佛說身毛喜豎經,,宋 惟淨等譯,1477,41,,,,"縮-宿7,卍-15.7",
經集部類,經集部四,17,17,758,758,0,,600,1,1,佛說諸行有為經,,宋 法天譯,1112,33,,,,"縮-宿8,卍-15.2",
經集部類,經集部四,17,17,759,759,0,,601,1,1,佛說較量壽命經,,宋 天息災譯,1105,33,,,,"縮-宿6,卍-15.3",
經集部類,經集部四,17,17,760,760,0,,605,1,1,惟日雜難經,,吳 支謙譯,992,30,,,,"縮-暑5,卍-26.5",
經集部類,經集部四,17,17,761,761,0,,609,6,6,佛說法集經,,元魏 菩提流支譯,404,13,,,,"縮-宇7,卍-11.10",
經集部類,經集部四,17,17,762,762,0,,650,1,1,佛說決定義經,,宋 法賢譯,1250,34,,,,"縮-宿7,卍-15.7",No.763
經集部類,經集部四,17,17,763,763,0,,654,3,3,佛說法乘義決定經,,宋 金總持等譯,,,,,,"縮-宿7,卍-16.3",No.762
經集部類,經集部四,17,17,764,764,0,,660,1,1,佛說法集名數經,,宋 施護譯,1124,33,,,,"縮-暑5,卍-15.3",
經集部類,經集部四,17,17,765,765,0,,662,7,7,本事經,,唐 玄奘譯,803,20,,,,"縮-辰6,卍-14.10,國-經14",
經集部類,經集部四,17,17,766,766,0,,699,1,1,佛說法身經,,宋 法賢譯,1249,34,,,,"縮-宙7,卍-15.5,國-經15",
經集部類,經集部四,17,17,767,767,0,,700,1,1,佛說三品弟子經,,吳 支謙譯,522,14,,,,"縮-宙8,卍-12.5",
經集部類,經集部四,17,17,768,768,0,,701,1,1,三慧經,,失譯,1025,30,,,,"縮-藏8,卍-26.7",
經集部類,經集部四,17,17,769,769,0,,705,1,1,佛說四輩經,,西晉 竺法護譯,516,14,,,,"縮-宙8,卍-12.5,國-經15",
經集部類,經集部四,17,17,770,770,0,,706,1,1,佛說四不可得經,,西晉 竺法護譯,357,12,,,,"縮-宙8,卍-11.4",
經集部類,經集部四,17,17,771,771,0,,707,1,1,四品學法經,,劉宋 求那跋陀羅譯,995,30,,,,"縮-藏8,卍-27.1",
經集部類,經集部四,17,17,772,772,0,,708,1,1,大乘四法經,,唐 地婆訶羅譯,246,11,,,,"縮-宙7,卍-10.7",
經集部類,經集部四,17,17,773,773,0,,708,1,1,佛說菩薩修行四法經,,唐 地婆訶羅譯,247,11,,,,"縮-宙7,卍-10.7",
經集部類,經集部四,17,17,774,774,0,,709,1,1,大乘四法經,,唐 實叉難陀譯,485,13,,,,"縮-宙7,卍-12.6",
經集部類,經集部四,17,17,775,775,0,,711,1,1,佛說四無所畏經,,宋 施護譯,1193,34,,,,"縮-宿7,卍-15.5,國-經15",
經集部類,經集部四,17,17,776,776,0,,712,1,1,佛說四品法門經,,宋 法賢譯,1254,34,,,,"縮-宿7,卍-16.1",
經集部類,經集部四,17,17,777,777,0,,714,1,1,佛說賢者五福德經,,西晉 白法祖譯,888,20,,,,"縮-宿8,卍-15.1",
經集部類,經集部四,17,17,778,778,0,,714,1,1,佛說菩薩內習六波羅蜜經,,後漢 嚴佛調譯,510,14,,,,"縮-藏5,卍-12.2",
經集部類,經集部四,17,17,779,779,0,,715,1,1,佛說八大人覺經,,後漢 安世高譯,515,14,,,,"縮-藏5,卍-12.6,國-經15",
經集部類,經集部四,17,17,780,780,0,,715,1,1,佛說十力經,,唐 勿提提犀魚譯,1386,37,,,,"縮-閏15,續-1.3.1,國-經15",No.781
經集部類,經集部四,17,17,781,781,0,,718,1,1,佛說佛十力經,,宋 施護等譯,1473,40,,,,"縮-宿7,續-1.1.4,國-15",No.780
經集部類,經集部四,17,17,782,782,0,,719,1,1,佛說十號經,,宋 天息災譯,1141,33,,,,"縮-宙7,卍-15.4",
經集部類,經集部四,17,17,783,783,0,,720,1,1,佛說十二頭陀經,,劉宋 求那跋陀羅譯,504,14,,,,"縮-宙8,卍-12.4",
經集部類,經集部四,17,17,784,784,0,,722,1,1,四十二章經,,後漢 迦葉摩騰共法蘭譯,778,19,,,,"縮-藏5,卍-14.3,國-經3",cf.No.1794
經集部類,經集部四,17,17,785,785,0,,724,1,1,得道梯橙錫杖經,,失譯,793,19,,,,"縮-宿7,卍-14.10",
經集部類,經集部四,17,17,786,786,0,,726,1,1,佛說木[木*患]子經,,失譯,862,20,,,,"縮-宿8,卍-15.1",
經集部類,經集部四,17,17,787,787,0,,726,1,1,曼殊室利[口*兄]藏中校量數珠功德經,,唐 義淨譯,263,11,,,,"縮-成13,卍-10.7",No.788
經集部類,經集部四,17,17,788,788,0,,727,1,1,佛說校量數珠功德經,,唐 寶思惟譯,285,11,,,,"縮-成13,卍-10.7,國-經15",No.787
經集部類,經集部四,17,17,789,789,0,,727,1,1,金剛頂瑜伽念珠經,,唐 不空譯,1273,36,,,,"縮-閏15,卍-16.6",
經集部類,經集部四,17,17,790,790,0,,729,1,1,佛說孛經抄,,吳 支謙譯,375,12,,,,"縮-宿8,卍-11.3,國-經15",
經集部類,經集部四,17,17,791,791,0,,736,1,1,佛說出家緣經,,後漢 安世高譯,,,,,,"縮-宿8,卍-14.10",
經集部類,經集部四,17,17,792,792,0,,736,1,1,佛說法受塵經,,後漢 安世高譯,825,20,,,,"縮-宿8,卍-14.10,國-經12",
經集部類,經集部四,17,17,793,793,0,,737,1,1,佛說佛醫經,,吳 竺律炎共支越譯,998,30,,,,"縮-宿8,卍-26.5",
經集部類,經集部四,17,17,0794a,794,0,a,738,1,1,佛說時非時經,,西晉 若羅嚴譯,857,20,,,,"縮-宿8,卍-15.1",
經集部類,經集部四,17,17,0794b,794,1,b,739,1,1,佛說時非時經,,西晉 若羅嚴譯,857,20,,,,,
經集部類,經集部四,17,17,795,795,0,,739,1,1,佛治身經,,失譯,1000,30,,,,"縮-宿8,卍-26.6",
